정류소ID,업체명,노선번호,노선유형,전체 승차 건수,초승 건수,환승 건수,전체 하차 건수,하차 건수,미태그 건수,정류장유형,환승역타입,위치(동),쉘터,BIS설치여부,LED,LCD,LED+LCD복합형,알뜰형,임대형(음성),lon,lat,정류소/정류장명,TMST_00,TMST_01,TMST_02,TMST_03,TMST_04,TMST_05,TMST_06,TMST_07,TMST_08,TMST_09,TMST_10,TMST_11,TMST_12,TMST_13,TMST_14,TMST_15,TMST_16,TMST_17,TMST_18,TMST_19,TMST_20,TMST_21,TMST_22,TMST_23
203000140,수원여객,13_1,일반형시내버스,2483,1927,556,4350,4350,0,시내,,경기도 수원시 영통2동,1.0,1.0,1.0,,,,,127.0584547,37.24608306,망포역7번출구.벽적골8단지,335.69000000000005,220.22,177.27,146.83999999999995,138.07,275.89,621.31,1471.07,2104.89,1596.21,1457.2599999999998,1260.66,1296.11,1375.17,1627.53,1526.04,1599.72,2342.44,2947.76,2332.58,1672.24,1382.12,1149.57,695.1300000000001
203000140,수원여객,7_2,일반형시내버스,4286,2317,1969,4853,4853,0,시내,,경기도 수원시 영통2동,1.0,1.0,1.0,,,,,127.0584547,37.24608306,망포역7번출구.벽적골8단지,335.69000000000005,220.22,177.27,146.83999999999995,138.07,275.89,621.31,1471.07,2104.89,1596.21,1457.2599999999998,1260.66,1296.11,1375.17,1627.53,1526.04,1599.72,2342.44,2947.76,2332.58,1672.24,1382.12,1149.57,695.1300000000001
203000140,제부여객,51,일반형시내버스,118,89,29,320,320,0,시내,,경기도 수원시 영통2동,1.0,1.0,1.0,,,,,127.0584547,37.24608306,망포역7번출구.벽적골8단지,335.69000000000005,220.22,177.27,146.83999999999995,138.07,275.89,621.31,1471.07,2104.89,1596.21,1457.2599999999998,1260.66,1296.11,1375.17,1627.53,1526.04,1599.72,2342.44,2947.76,2332.58,1672.24,1382.12,1149.57,695.1300000000001
203000141,성우운수(주),900,일반형시내버스,2596,2065,531,906,906,0,"시내,마을",일반,경기도 수원시 영통2동,1.0,1.0,1.0,,,,,127.0609685,37.24714272,우성아파트,416.0,287.0,210.0,177.0,166.0,236.0,442.0,1035.0,1528.0,1280.0,1208.0,1305.0,1436.0,1497.0,1529.0,1620.0,1780.0,2184.0,2595.0,2157.0,1674.0,1391.0,1111.0,661.0
203000141,수원여객,13_1,일반형시내버스,4251,3001,1250,8094,8094,0,"시내,마을",일반,경기도 수원시 영통2동,1.0,1.0,1.0,,,,,127.0609685,37.24714272,우성아파트,416.3,287.16,210.15,177.56,166.71,236.38,442.18,1035.3,1528.56,1280.05,1208.38,1305.43,1436.9299999999998,1497.35,1529.4499999999998,1620.45,1780.8100000000002,2184.64,2595.56,2157.91,1674.37,1391.06,1111.48,661.05
203000141,수원여객,7_2,일반형시내버스,2396,1753,643,6107,6107,0,"시내,마을",일반,경기도 수원시 영통2동,1.0,1.0,1.0,,,,,127.0609685,37.24714272,우성아파트,416.3,287.16,210.15,177.56,166.71,236.38,442.18,1035.3,1528.56,1280.05,1208.38,1305.43,1436.9299999999998,1497.35,1529.4499999999998,1620.45,1780.8100000000002,2184.64,2595.56,2157.91,1674.37,1391.06,1111.48,661.05
203000141,제부여객,51,일반형시내버스,180,143,37,243,243,0,"시내,마을",일반,경기도 수원시 영통2동,1.0,1.0,1.0,,,,,127.0609685,37.24714272,우성아파트,416.3,287.16,210.15,177.56,166.71,236.38,442.18,1035.3,1528.56,1280.05,1208.38,1305.43,1436.9299999999998,1497.35,1529.4499999999998,1620.45,1780.8100000000002,2184.64,2595.56,2157.91,1674.37,1391.06,1111.48,661.05
203000142,성우운수(주),900,일반형시내버스,2304,2200,104,447,447,0,"시내,마을",일반,경기도 수원시 영통2동,1.0,1.0,1.0,,,,,127.062513,37.24979092,벽적골주공아파트,126.0,88.0,55.0,44.0,41.0,57.0,111.0,181.0,273.0,242.0,225.0,234.0,264.0,268.0,279.0,295.0,322.0,409.0,478.0,424.0,354.0,305.0,263.0,260.0
203000142,수원여객,13_1,일반형시내버스,3016,2830,186,4626,4626,0,"시내,마을",일반,경기도 수원시 영통2동,1.0,1.0,1.0,,,,,127.062513,37.24979092,벽적골주공아파트,126.68,88.1,55.16,44.04,41.19,57.42,111.53,181.37,273.51,242.65,225.48,234.27,264.38,268.97,279.2,295.41,322.21000000000004,409.02,478.45,424.69000000000005,354.38,305.26,263.15,260.71
203000142,수원여객,7_2,일반형시내버스,1733,1596,137,2934,2934,0,"시내,마을",일반,경기도 수원시 영통2동,1.0,1.0,1.0,,,,,127.062513,37.24979092,벽적골주공아파트,126.68,88.1,55.16,44.04,41.19,57.42,111.53,181.37,273.51,242.65,225.48,234.27,264.38,268.97,279.2,295.41,322.21000000000004,409.02,478.45,424.69000000000005,354.38,305.26,263.15,260.71
203000142,제부여객,51,일반형시내버스,188,176,12,167,167,0,"시내,마을",일반,경기도 수원시 영통2동,1.0,1.0,1.0,,,,,127.062513,37.24979092,벽적골주공아파트,126.68,88.1,55.16,44.04,41.19,57.42,111.53,181.37,273.51,242.65,225.48,234.27,264.38,268.97,279.2,295.41,322.21000000000004,409.02,478.45,424.69000000000005,354.38,305.26,263.15,260.71
203000143,성우운수(주),900,일반형시내버스,2134,1928,206,41,41,0,"시내,마을",일반,경기도 수원시 영통1동,1.0,1.0,,,1.0,,,127.0751133,37.24924639,영일중학교.수원출입국외국인청,226.0,166.0,117.0,104.0,102.0,145.0,274.0,498.0,796.0,760.0,726.0,765.0,854.0,859.0,861.0,861.0,898.0,1131.0,1291.0,1064.0,814.0,647.0,494.0,351.0
203000143,수원여객,18,일반형시내버스,1840,1554,286,196,196,0,"시내,마을",일반,경기도 수원시 영통1동,1.0,1.0,,,1.0,,,127.0751133,37.24924639,영일중학교.수원출입국외국인청,226.98,166.92000000000002,117.04,104.29,102.43,145.1,274.57,498.62,796.5400000000001,760.78,726.55,765.6600000000001,854.3,859.89,861.7200000000001,861.52,898.17,1131.7,1291.6,1064.07,814.9000000000001,647.4399999999999,494.42,351.04999999999995
203000143,수원여객,7_2,일반형시내버스,459,419,40,45,45,0,"시내,마을",일반,경기도 수원시 영통1동,1.0,1.0,,,1.0,,,127.0751133,37.24924639,영일중학교.수원출입국외국인청,226.98,166.92000000000002,117.04,104.29,102.43,145.1,274.57,498.62,796.5400000000001,760.78,726.55,765.6600000000001,854.3,859.89,861.7200000000001,861.52,898.17,1131.7,1291.6,1064.07,814.9000000000001,647.4399999999999,494.42,351.04999999999995
203000143,용남고속,9,일반형시내버스,2302,2056,246,3692,3692,0,"시내,마을",일반,경기도 수원시 영통1동,1.0,1.0,,,1.0,,,127.0751133,37.24924639,영일중학교.수원출입국외국인청,226.98,166.92000000000002,117.04,104.29,102.43,145.1,274.57,498.62,796.5400000000001,760.78,726.55,765.6600000000001,854.3,859.89,861.7200000000001,861.52,898.17,1131.7,1291.6,1064.07,814.9000000000001,647.4399999999999,494.42,351.04999999999995
203000147,남양여객,5_2,일반형시내버스,252,240,12,1731,1731,0,"시내,마을",일반,경기도 수원시 태장동,1.0,1.0,,1.0,,,,127.0593033,37.23720197,동수원LG빌리지3단지.삼정라츠.늘푸린벽산,214.0,148.0,98.0,77.0,78.0,195.0,430.0,871.0,1132.0,911.0,817.0,859.0,932.0,961.0,1002.0,1048.0,1133.0,1482.0,1659.0,1278.0,974.0,844.0,690.0,391.0
203000147,경기고속,720_1,일반형시내버스,762,699,63,885,885,0,"시내,마을",일반,경기도 수원시 태장동,1.0,1.0,,1.0,,,,127.0593033,37.23720197,동수원LG빌리지3단지.삼정라츠.늘푸린벽산,214.0,148.0,98.0,77.0,78.0,195.0,430.0,871.0,1132.0,911.0,817.0,859.0,932.0,961.0,1002.0,1048.0,1133.0,1482.0,1659.0,1278.0,974.0,844.0,690.0,391.0
203000147,수원여객,18,일반형시내버스,1061,903,158,3622,3622,0,"시내,마을",일반,경기도 수원시 태장동,1.0,1.0,,1.0,,,,127.0593033,37.23720197,동수원LG빌리지3단지.삼정라츠.늘푸린벽산,214.15,148.72,98.98,77.19,78.46000000000001,195.01,430.69000000000005,871.58,1132.38,911.32,817.74,859.02,932.92,961.68,1002.38,1048.4,1133.89,1482.72,1659.63,1278.15,974.4,844.85,690.37,391.75
203000147,수원여객,7_1,일반형시내버스,4041,3626,415,8656,8656,0,"시내,마을",일반,경기도 수원시 태장동,1.0,1.0,,1.0,,,,127.0593033,37.23720197,동수원LG빌리지3단지.삼정라츠.늘푸린벽산,214.15,148.72,98.98,77.19,78.46000000000001,195.01,430.69000000000005,871.58,1132.38,911.32,817.74,859.02,932.92,961.68,1002.38,1048.4,1133.89,1482.72,1659.63,1278.15,974.4,844.85,690.37,391.75
203000147,용남고속,92_1,일반형시내버스,2054,1811,243,3205,3205,0,"시내,마을",일반,경기도 수원시 태장동,1.0,1.0,,1.0,,,,127.0593033,37.23720197,동수원LG빌리지3단지.삼정라츠.늘푸린벽산,214.15,148.72,98.98,77.19,78.46000000000001,195.01,430.69000000000005,871.58,1132.38,911.32,817.74,859.02,932.92,961.68,1002.38,1048.4,1133.89,1482.72,1659.63,1278.15,974.4,844.85,690.37,391.75
203000148,남양여객,5_2,일반형시내버스,264,239,25,4321,4321,0,"시내,마을",일반,경기도 수원시 태장동,1.0,1.0,1.0,,,,,127.05662920000002,37.2382973,망포중학교,207.0,150.0,103.0,81.0,76.0,142.0,275.0,549.0,737.0,682.0,664.0,699.0,778.0,808.0,832.0,890.0,976.0,1292.0,1474.0,1175.0,879.0,762.0,600.0,337.0
203000148,경기고속,720_1,일반형시내버스,905,691,214,2248,2248,0,"시내,마을",일반,경기도 수원시 태장동,1.0,1.0,1.0,,,,,127.0566292,37.2382973,망포중학교,207.0,150.0,103.0,81.0,76.0,142.0,275.0,549.0,737.0,682.0,664.0,699.0,778.0,808.0,832.0,890.0,976.0,1292.0,1474.0,1175.0,879.0,762.0,600.0,337.0
203000148,수원여객,18,일반형시내버스,1646,1198,448,7230,7230,0,"시내,마을",일반,경기도 수원시 태장동,1.0,1.0,1.0,,,,,127.05662920000002,37.2382973,망포중학교,207.44,150.72,103.59,81.25999999999999,76.49,142.25,275.72,549.97,737.9900000000001,682.8199999999999,664.1800000000001,699.12,778.13,808.2099999999999,832.0300000000001,890.91,976.74,1292.19,1474.88,1175.04,879.37,762.92,600.65,337.5
203000148,수원여객,7_1,일반형시내버스,5703,4664,1039,21251,21251,0,"시내,마을",일반,경기도 수원시 태장동,1.0,1.0,1.0,,,,,127.05662920000002,37.2382973,망포중학교,207.44,150.72,103.59,81.25999999999999,76.49,142.25,275.72,549.97,737.9900000000001,682.8199999999999,664.1800000000001,699.12,778.13,808.2099999999999,832.0300000000001,890.91,976.74,1292.19,1474.88,1175.04,879.37,762.92,600.65,337.5
203000148,용남고속,92_1,일반형시내버스,3029,2267,762,8318,8318,0,"시내,마을",일반,경기도 수원시 태장동,1.0,1.0,1.0,,,,,127.05662920000002,37.2382973,망포중학교,207.44,150.72,103.59,81.25999999999999,76.49,142.25,275.72,549.97,737.9900000000001,682.8199999999999,664.1800000000001,699.12,778.13,808.2099999999999,832.0300000000001,890.91,976.74,1292.19,1474.88,1175.04,879.37,762.92,600.65,337.5
203000149,남양여객,5_2,일반형시내버스,155,148,7,2347,2347,0,시내,일반,경기도 수원시 태장동,1.0,1.0,,,1.0,,,127.0553944,37.24090113,태장초등학교,576.0,391.0,111.0,98.0,92.0,120.0,193.0,548.0,673.0,595.0,537.0,538.0,566.0,574.0,581.0,607.0,662.0,802.0,925.0,854.0,764.0,739.0,698.0,636.0
203000149,경기고속,720_1,일반형시내버스,448,363,85,656,656,0,시내,일반,경기도 수원시 태장동,1.0,1.0,,,1.0,,,127.0553944,37.24090113,태장초등학교,576.0,391.0,111.0,98.0,92.0,120.0,193.0,548.0,673.0,595.0,537.0,538.0,566.0,574.0,581.0,607.0,662.0,802.0,925.0,854.0,764.0,739.0,698.0,636.0
203000149,수원여객,18,일반형시내버스,1041,699,342,3747,3747,0,시내,일반,경기도 수원시 태장동,1.0,1.0,,,1.0,,,127.0553944,37.24090113,태장초등학교,576.09,391.75,111.34,98.29999999999998,92.39,120.24,193.82,548.7900000000001,673.41,595.1899999999999,537.6899999999999,538.0300000000001,566.6600000000001,574.26,581.44,607.9200000000001,662.0400000000001,802.69,925.02,854.33,764.41,739.36,698.33,636.5200000000001
203000149,수원여객,64,일반형시내버스,2797,2154,643,8661,8661,0,시내,일반,경기도 수원시 태장동,1.0,1.0,,,1.0,,,127.0553944,37.24090113,태장초등학교,576.09,391.75,111.34,98.29999999999998,92.39,120.24,193.82,548.7900000000001,673.41,595.1899999999999,537.6899999999999,538.0300000000001,566.6600000000001,574.26,581.44,607.9200000000001,662.0400000000001,802.69,925.02,854.33,764.41,739.36,698.33,636.5200000000001
203000149,용남고속,92_1,일반형시내버스,1689,1296,393,3305,3305,0,시내,일반,경기도 수원시 태장동,1.0,1.0,,,1.0,,,127.0553944,37.24090113,태장초등학교,576.09,391.75,111.34,98.29999999999998,92.39,120.24,193.82,548.7900000000001,673.41,595.1899999999999,537.6899999999999,538.0300000000001,566.6600000000001,574.26,581.44,607.9200000000001,662.0400000000001,802.69,925.02,854.33,764.41,739.36,698.33,636.5200000000001
203000150,남양여객,5_2,일반형시내버스,1266,445,821,7339,7339,0,시내,,경기도 수원시 태장동,1.0,1.0,1.0,,,,,127.0561861,37.24473018,그대가프리미어아파트.망포역3번출구,427.0,272.0,168.0,137.0,136.0,355.0,907.0,1880.0,2682.0,2102.0,1887.0,1702.0,1801.0,1910.0,2198.0,2106.0,2228.0,3194.0,3933.0,3133.0,2250.0,1894.0,1539.0,910.0
203000150,경기고속,720_1,일반형시내버스,11073,3083,7990,769,769,0,시내,,경기도 수원시 태장동,1.0,1.0,1.0,,,,,127.0561861,37.24473018,그대가프리미어아파트.망포역3번출구,427.0,272.0,168.0,137.0,136.0,355.0,907.0,1880.0,2682.0,2102.0,1887.0,1702.0,1801.0,1910.0,2198.0,2106.0,2228.0,3194.0,3933.0,3133.0,2250.0,1894.0,1539.0,910.0
203000150,수원여객,18,일반형시내버스,21364,5705,15659,5872,5872,0,시내,,경기도 수원시 태장동,1.0,1.0,1.0,,,,,127.0561861,37.24473018,그대가프리미어아파트.망포역3번출구,427.76,272.93,168.68,137.0,136.04,355.62,907.57,1880.86,2682.53,2102.25,1887.71,1702.54,1801.95,1910.26,2198.21,2106.69,2228.54,3194.67,3933.25,3133.71,2250.33,1894.51,1539.4,910.36
203000150,수원여객,64,일반형시내버스,46429,13942,32487,13779,13779,0,시내,,경기도 수원시 태장동,1.0,1.0,1.0,,,,,127.0561861,37.24473018,그대가프리미어아파트.망포역3번출구,427.76,272.93,168.68,137.0,136.04,355.62,907.57,1880.86,2682.53,2102.25,1887.71,1702.54,1801.95,1910.26,2198.21,2106.69,2228.54,3194.67,3933.25,3133.71,2250.33,1894.51,1539.4,910.36
203000150,용남고속,92_1,일반형시내버스,27579,8408,19171,5111,5111,0,시내,,경기도 수원시 태장동,1.0,1.0,1.0,,,,,127.0561861,37.24473018,그대가프리미어아파트.망포역3번출구,427.76,272.93,168.68,137.0,136.04,355.62,907.57,1880.86,2682.53,2102.25,1887.71,1702.54,1801.95,1910.26,2198.21,2106.69,2228.54,3194.67,3933.25,3133.71,2250.33,1894.51,1539.4,910.36
203000151,남양여객,5_2,일반형시내버스,689,504,185,2438,2438,0,시내,일반,경기도 수원시 태장동,1.0,1.0,,,1.0,,,127.051993,37.24540123,방죽공원.영통힐스테이트.쌍용아파트,231.0,191.0,134.0,114.0,114.0,180.0,417.0,765.0,1188.0,930.0,828.0,855.0,924.0,943.0,955.0,985.0,1034.0,1198.0,1282.0,1009.0,795.0,658.0,515.0,338.0
203000151,수원여객,13_1,일반형시내버스,3992,2559,1433,8472,8472,0,시내,일반,경기도 수원시 태장동,1.0,1.0,,,1.0,,,127.051993,37.24540123,방죽공원.영통힐스테이트.쌍용아파트,231.28,191.41,134.81,114.99,114.9,180.99,417.3200000000001,765.3499999999999,1188.35,930.76,828.0,855.32,924.91,943.23,955.75,985.92,1034.51,1198.24,1282.99,1009.5,795.1700000000001,658.23,515.8,338.85
203000151,수원여객,64,일반형시내버스,3385,1844,1541,9455,9455,0,시내,일반,경기도 수원시 태장동,1.0,1.0,,,1.0,,,127.051993,37.24540123,방죽공원.영통힐스테이트.쌍용아파트,231.28,191.41,134.81,114.99,114.9,180.99,417.3200000000001,765.3499999999999,1188.35,930.76,828.0,855.32,924.91,943.23,955.75,985.92,1034.51,1198.24,1282.99,1009.5,795.1700000000001,658.23,515.8,338.85
203000151,용남고속,92_1,일반형시내버스,765,429,336,1192,1192,0,시내,일반,경기도 수원시 태장동,1.0,1.0,,,1.0,,,127.051993,37.24540123,방죽공원.영통힐스테이트.쌍용아파트,231.28,191.41,134.81,114.99,114.9,180.99,417.3200000000001,765.3499999999999,1188.35,930.76,828.0,855.32,924.91,943.23,955.75,985.92,1034.51,1198.24,1282.99,1009.5,795.1700000000001,658.23,515.8,338.85
203000152,남양여객,5_2,일반형시내버스,1781,1683,98,2427,2427,0,시내,일반,경기도 수원시 태장동,1.0,1.0,,,1.0,,,127.0462857,37.245039,영통아이파크캐슬1단지.래미안영통마크원2단지,7911.0,7719.0,5845.0,5535.0,5445.0,5667.0,6473.0,10001.0,9800.0,8508.0,8113.0,7990.0,8179.0,8313.0,8448.0,8690.0,9259.0,10925.0,12285.0,11586.0,10749.0,10446.0,9956.0,9110.0
203000152,수원여객,13_1,일반형시내버스,7220,6824,396,3670,3670,0,시내,일반,경기도 수원시 태장동,1.0,1.0,,,1.0,,,127.0462857,37.245039,영통아이파크캐슬1단지.래미안영통마크원2단지,7911.28,7719.89,5845.12,5535.9,5445.7,5667.17,6473.550000000001,10001.05,9800.51,8508.6,8113.449999999999,7990.949999999999,8179.51,8313.15,8448.54,8690.62,9259.32,10925.510000000002,12285.74,11586.9,10749.41,10446.62,9956.94,9110.24
203000152,수원여객,64,일반형시내버스,4195,3872,323,4934,4934,0,시내,일반,경기도 수원시 태장동,1.0,1.0,,,1.0,,,127.0462857,37.245039,영통아이파크캐슬1단지.래미안영통마크원2단지,7911.28,7719.89,5845.12,5535.9,5445.7,5667.17,6473.550000000001,10001.05,9800.51,8508.6,8113.449999999999,7990.949999999999,8179.51,8313.15,8448.54,8690.62,9259.32,10925.510000000002,12285.74,11586.9,10749.41,10446.62,9956.94,9110.24
203000152,제부여객,150,일반형시내버스,520,496,24,432,432,0,시내,일반,경기도 수원시 태장동,1.0,1.0,,,1.0,,,127.0462857,37.245039,영통아이파크캐슬1단지.래미안영통마크원2단지,7911.28,7719.89,5845.12,5535.9,5445.7,5667.17,6473.550000000001,10001.05,9800.51,8508.6,8113.449999999999,7990.949999999999,8179.51,8313.15,8448.54,8690.62,9259.32,10925.510000000002,12285.74,11586.9,10749.41,10446.62,9956.94,9110.24
203000153,남양여객,5_2,일반형시내버스,2349,2151,198,1598,1598,0,시내,일반,경기도 수원시 태장동,1.0,1.0,1.0,,,,,127.045991,37.24542746,래미안영통마크원2단지.영통아이파크캐슬1단지,7911.0,7719.0,5845.0,5535.0,5445.0,5667.0,6473.0,10001.0,9800.0,8508.0,8113.0,7990.0,8179.0,8313.0,8448.0,8690.0,9259.0,10925.0,12285.0,11586.0,10749.0,10446.0,9956.0,9110.0
203000153,수원여객,13_1,일반형시내버스,4330,3973,357,5881,5881,0,시내,일반,경기도 수원시 태장동,1.0,1.0,1.0,,,,,127.045991,37.24542746,래미안영통마크원2단지.영통아이파크캐슬1단지,7911.28,7719.89,5845.12,5535.9,5445.7,5667.17,6473.550000000001,10001.05,9800.51,8508.6,8113.449999999999,7990.949999999999,8179.51,8313.15,8448.54,8690.62,9259.32,10925.510000000002,12285.74,11586.9,10749.41,10446.62,9956.94,9110.24
203000153,수원여객,64,일반형시내버스,5915,5421,494,3640,3640,0,시내,일반,경기도 수원시 태장동,1.0,1.0,1.0,,,,,127.045991,37.24542746,래미안영통마크원2단지.영통아이파크캐슬1단지,7911.28,7719.89,5845.12,5535.9,5445.7,5667.17,6473.550000000001,10001.05,9800.51,8508.6,8113.449999999999,7990.949999999999,8179.51,8313.15,8448.54,8690.62,9259.32,10925.510000000002,12285.74,11586.9,10749.41,10446.62,9956.94,9110.24
203000153,제부여객,150,일반형시내버스,515,460,55,402,402,0,시내,일반,경기도 수원시 태장동,1.0,1.0,1.0,,,,,127.045991,37.24542746,래미안영통마크원2단지.영통아이파크캐슬1단지,7911.28,7719.89,5845.12,5535.9,5445.7,5667.17,6473.550000000001,10001.05,9800.51,8508.6,8113.449999999999,7990.949999999999,8179.51,8313.15,8448.54,8690.62,9259.32,10925.510000000002,12285.74,11586.9,10749.41,10446.62,9956.94,9110.24
203000154,남양여객,5_2,일반형시내버스,1241,1055,186,954,954,0,시내,일반,경기도 수원시 영통2동,1.0,1.0,,,1.0,,,127.0534468,37.24585968,망포그대가프리미어.쌍용아파트,81.0,64.0,42.0,56.0,51.0,74.0,182.0,246.0,350.0,277.0,240.0,240.0,270.0,280.0,278.0,288.0,303.0,360.0,405.0,334.0,261.0,219.0,179.0,125.0
203000154,수원여객,13_1,일반형시내버스,4305,3133,1172,4623,4623,0,시내,일반,경기도 수원시 영통2동,1.0,1.0,,,1.0,,,127.0534468,37.24585968,망포그대가프리미어.쌍용아파트,81.52,64.64999999999999,42.79,56.3,51.21,74.77,182.05,246.91,350.55,277.05,240.67,240.12,270.51,280.9,278.26,288.98,303.58,360.71,405.86,334.46,261.21000000000004,219.09,179.47,125.02
203000154,수원여객,64,일반형시내버스,5687,3778,1909,3832,3832,0,시내,일반,경기도 수원시 영통2동,1.0,1.0,,,1.0,,,127.0534468,37.24585968,망포그대가프리미어.쌍용아파트,81.52,64.64999999999999,42.79,56.3,51.21,74.77,182.05,246.91,350.55,277.05,240.67,240.12,270.51,280.9,278.26,288.98,303.58,360.71,405.86,334.46,261.21000000000004,219.09,179.47,125.02
203000154,용남고속,92_1,일반형시내버스,644,427,217,604,604,0,시내,일반,경기도 수원시 영통2동,1.0,1.0,,,1.0,,,127.0534468,37.24585968,망포그대가프리미어.쌍용아파트,81.52,64.64999999999999,42.79,56.3,51.21,74.77,182.05,246.91,350.55,277.05,240.67,240.12,270.51,280.9,278.26,288.98,303.58,360.71,405.86,334.46,261.21000000000004,219.09,179.47,125.02
203000155,남양여객,5_2,일반형시내버스,3964,3735,229,314,314,0,시내,일반,경기도 수원시 태장동,1.0,1.0,,,1.0,,,127.0554494,37.24251212,청와.쌍용.그대가센트럴파크아파트,117.0,94.0,57.0,46.0,42.0,66.0,133.0,203.0,270.0,243.0,209.0,219.0,246.0,257.0,263.0,282.0,318.0,404.0,473.0,415.0,337.0,300.0,255.0,186.0
203000155,경기고속,720_1,일반형시내버스,2735,2237,498,2841,2841,0,시내,일반,경기도 수원시 태장동,1.0,1.0,,,1.0,,,127.0554494,37.24251212,청와.쌍용.그대가센트럴파크아파트,117.0,94.0,57.0,46.0,42.0,66.0,133.0,203.0,270.0,243.0,209.0,219.0,246.0,257.0,263.0,282.0,318.0,404.0,473.0,415.0,337.0,300.0,255.0,186.0
203000155,수원여객,18,일반형시내버스,3989,2861,1128,4952,4952,0,시내,일반,경기도 수원시 태장동,1.0,1.0,,,1.0,,,127.0554494,37.24251212,청와.쌍용.그대가센트럴파크아파트,117.74,94.05,57.22,46.27,42.57,66.72,133.32999999999998,203.73,270.61,243.15,209.66,219.68,246.07,257.19,263.0,282.29,318.15,404.04,473.57,415.86,337.13,300.53000000000003,255.22000000000003,186.65
203000155,수원여객,64,일반형시내버스,6464,5031,1433,9674,9674,0,시내,일반,경기도 수원시 태장동,1.0,1.0,,,1.0,,,127.0554494,37.24251212,청와.쌍용.그대가센트럴파크아파트,117.74,94.05,57.22,46.27,42.57,66.72,133.32999999999998,203.73,270.61,243.15,209.66,219.68,246.07,257.19,263.0,282.29,318.15,404.04,473.57,415.86,337.13,300.53000000000003,255.22000000000003,186.65
203000155,용남고속,92_1,일반형시내버스,2928,2438,490,6140,6140,0,시내,일반,경기도 수원시 태장동,1.0,1.0,,,1.0,,,127.0554494,37.24251212,청와.쌍용.그대가센트럴파크아파트,117.74,94.05,57.22,46.27,42.57,66.72,133.32999999999998,203.73,270.61,243.15,209.66,219.68,246.07,257.19,263.0,282.29,318.15,404.04,473.57,415.86,337.13,300.53000000000003,255.22000000000003,186.65
203000156,대원고속,1112,직행좌석형시내버스,1529,1169,360,103,103,0,"시내,마을",일반,경기도 수원시 영통2동,1.0,1.0,,,1.0,,,127.0705274,37.25030912,살구골현대아파트.영통역4번출구,159.0,108.0,74.0,73.0,58.0,98.0,241.0,417.0,625.0,519.0,441.0,498.0,481.0,522.0,529.0,560.0,594.0,757.0,996.0,747.0,535.0,459.0,374.0,255.0
203000156,수원여객,2_2,일반형시내버스,101,98,3,73,73,0,"시내,마을",일반,경기도 수원시 영통2동,1.0,1.0,,,1.0,,,127.0705274,37.25030912,살구골현대아파트.영통역4번출구,159.91,108.1,74.78,73.71000000000001,58.88,98.29,241.43,417.92,625.96,519.25,441.72,498.29,481.51,522.38,529.61,560.4300000000001,594.1300000000001,757.3299999999999,996.63,747.68,535.03,459.94000000000005,374.29,255.02
203000156,용남고속,34,일반형시내버스,4007,3367,640,4576,4576,0,"시내,마을",일반,경기도 수원시 영통2동,1.0,1.0,,,1.0,,,127.0705274,37.25030912,살구골현대아파트.영통역4번출구,159.91,108.1,74.78,73.71000000000001,58.88,98.29,241.43,417.92,625.96,519.25,441.72,498.29,481.51,522.38,529.61,560.4300000000001,594.1300000000001,757.3299999999999,996.63,747.68,535.03,459.94000000000005,374.29,255.02
203000156,화성여객(주),203,일반형시내버스,816,698,118,2698,2698,0,"시내,마을",일반,경기도 수원시 영통2동,1.0,1.0,,,1.0,,,127.0705274,37.25030912,살구골현대아파트.영통역4번출구,159.91,108.1,74.78,73.71000000000001,58.88,98.29,241.43,417.92,625.96,519.25,441.72,498.29,481.51,522.38,529.61,560.4300000000001,594.1300000000001,757.3299999999999,996.63,747.68,535.03,459.94000000000005,374.29,255.02
203000157,대원고속,1112,직행좌석형시내버스,5202,4000,1202,48,48,0,시내,일반,경기도 수원시 영통2동,1.0,1.0,2.0,,,,,127.0680567,37.24774258,살구골동아아파트,232.0,177.0,145.0,196.0,95.0,132.0,273.0,542.0,692.0,600.0,552.0,561.0,600.0,619.0,635.0,677.0,744.0,912.0,1024.0,837.0,661.0,598.0,489.0,334.0
203000157,경기고속,720_1,일반형시내버스,20889,15798,5091,3932,3932,0,시내,일반,경기도 수원시 영통2동,1.0,1.0,2.0,,,,,127.0680567,37.24774258,살구골동아아파트,232.0,177.0,145.0,196.0,95.0,132.0,273.0,542.0,692.0,600.0,552.0,561.0,600.0,619.0,635.0,677.0,744.0,912.0,1024.0,837.0,661.0,598.0,489.0,334.0
203000157,수원여객,2_2,일반형시내버스,187,173,14,45,45,0,시내,일반,경기도 수원시 영통2동,1.0,1.0,2.0,,,,,127.0680567,37.24774258,살구골동아아파트,232.97000000000003,177.8,145.07,196.61,95.16,132.59,273.05,542.7,692.8,600.6600000000001,552.8,561.06,600.61,619.46,635.78,677.87,744.04,912.53,1024.66,837.6800000000001,661.11,598.0500000000001,489.54,334.61
203000157,용남고속,34,일반형시내버스,13186,11816,1370,2408,2408,0,시내,일반,경기도 수원시 영통2동,1.0,1.0,2.0,,,,,127.0680567,37.24774258,살구골동아아파트,232.97000000000003,177.8,145.07,196.61,95.16,132.59,273.05,542.7,692.8,600.6600000000001,552.8,561.06,600.61,619.46,635.78,677.87,744.04,912.53,1024.66,837.6800000000001,661.11,598.0500000000001,489.54,334.61
